Number,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,
624,91.3572,44.554,0.711083,32.0353,34.5439,53.1053,6.38752,11.9053,-88.995,-6.14948,-75.5669,65.5812,3.93994,74.9992,88.0612,51.2558,96.5575,4.75173,-69.5364,-72.8629,
625,18.6987,-27.6284,-33.1339,16.831,65.4286,9.34782,-76.2017,87.4935,7.6571,45.0484,38.9203,-67.9373,-4.22682,54.8509,-87.3775,-24.0516,80.1691,-85.8455,45.3108,-55.4796,
626,47.7584,-45.262,90.1608,-83.7031,-90.0937,87.1822,-71.2577,-95.2879,-0.363171,37.5225,6.82088,-14.5543,65.7704,79.5953,-76.7937,82.3237,-42.8816,-12.772,-23.2643,19.1748,
627,-41.1237,-89.5627,24.0455,-5.90533,71.6117,89.2758,86.3887,-66.0878,-40.5622,-27.7932,88.0856,-45.4085,-24.1127,-62.2425,32.6579,84.6492,-25.5409,64.452,23.6183,52.5987,
628,35.9661,34.0861,-96.0326,-81.3044,81.4203,50.3769,63.8783,65.3127,28.1411,80.9259,32.2733,95.9044,15.5797,-9.82391,-1.38249,-75.0786,83.1965,-57.4145,52.3606,-33.1645,
629,57.2253,93.5362,-59.1784,-88.9035,-73.8456,-57.4633,-23.4413,-70.7022,11.6123,-30.9061,-92.8648,-84.1304,95.2208,-20.1575,-35.8135,-72.5394,58.6291,81.4325,79.3695,-79.2962,
630,84.2647,-83.8801,-63.7501,14.8412,-7.20542,6.71712,13.9073,-82.6289,90.8445,-96.2951,46.1104,53.856,33.4697,-12.8147,-62.0655,54.3504,-24.2347,-62.7735,94.4762,48.9486,
631,85.6868,69.2679,-75.5242,21.9764,20.3162,90.936,-56.8407,49.2233,69.2312,76.1956,-18.9978,-42.552,67.1987,84.8262,-77.221,56.4257,-51.0239,76.5862,-46.7452,-44.0901,
632,68.865,-24.0883,58.8,61.803,65.5141,11.8564,29.0872,-43.2173,70.867,8.56044,93.4385,60.387,-19.364,-13.2664,-2.45064,43.3088,-9.476,67.0705,-12.8636,76.2444,
633,-48.204,-28.6843,-8.85952,9.70794,16.483,16.9347,57.561,50.853,0.350964,25.5776,-12.9063,-88.5311,16.2816,-64.861,-57.3534,-20.5542,77.1844,-16.4953,-12.8941,-57.3229,
634,-78.9117,98.3642,-8.76186,-89.3735,-5.58184,-67.5832,91.4182,40.1349,74.2729,-58.5498,-33.7199,-24.7108,21.9764,-88.2015,-72.8385,-47.5875,-1.13224,-70.2139,-14.6092,-92.1567,
635,-87.6217,99.5972,90.4965,33.5795,-3.51878,-9.03043,-2.04169,-7.49229,-31.1869,-34.7942,89.1659,-57.6891,45.3963,63.3229,30.1309,-26.0048,-57.7563,26.3344,-13.1321,78.5882,
636,80.755,82.3115,-78.6676,-91.406,-2.5483,-91.1802,56.2243,70.7327,-73.9921,63.3106,-83.5566,36.8145,18.3874,22.7271,-96.0448,-66.2038,-73.4733,-35.9844,-79.2901,-11.362,
637,-70.336,74.4621,61.2537,88.9706,28.8125,49.2477,40.9955,42.0576,62.6942,-89.581,15.0426,53.6119,-24.5582,27.134,-22.4647,-57.2375,11.2095,68.5171,22.6051,28.6599,
638,78.5516,78.5699,-10.593,20.5359,-35.3984,-77.5323,28.2022,-25.9377,-64.4765,96.2706,-26.8471,-58.7329,-41.0993,92.5291,41.8439,64.7389,-97.6989,-96.1608,-48.1552,-12.9612,
639,-28.1167,20.1941,-74.4316,40.904,-30.5338,-10.0742,81.3532,-51.8296,45.2498,2.80465,51.4573,47.2213,96.5026,-18.9184,-16.8432,-89.7031,-79.5282,-52.9649,-76.2749,9.68963,
640,91.3389,-53.3677,-37.9192,-64.7328,-87.3959,-85.6563,59.563,91.1496,-99.1577,54.2039,-84.3989,-26.7312,-35.7585,-0.607318,88.4213,64.8427,-88.9889,83.1355,36.198,-50.9507,
641,-23.6854,-26.2246,-3.25022,83.7275,-73.3146,96.1608,66.1672,39.256,-28.5195,-2.56661,55.1927,-88.6288,-13.9073,-22.0069,89.2331,50.4746,-54.0941,38.2366,-6.33259,-93.054,
642,-33.7077,-8.37123,-77.4468,-50.1267,-96.1547,-20.8228,60.033,45.0178,-27.7993,-55.8946,52.7146,-95.5626,-54.8265,-14.7618,-75.573,76.989,96.6002,-98.5961,-0.985748,11.478,
643,36.9121,-15.7079,-31.4982,98.4008,-35.5449,63.805,25.2052,34.0617,57.4328,68.9993,74.0898,-65.331,-5.64287,-96.6063,43.6811,-46.263,-46.2569,-29.49,-37.5103,-55.2232,
644,77.5079,-64.4765,-77.8008,67.2475,-44.5357,51.7319,25.9926,78.283,63.7013,17.4474,79.7784,21.0425,-33.3476,-77.8802,98.0163,34.9895,-71.2149,-44.792,-4.84939,-40.4218,
645,-23.9784,-9.45158,1.62053,51.3474,-83.4285,-66.0573,24.8451,-79.5709,-13.3641,49.1379,18.3996,-85.3694,92.8404,67.7602,-61.0889,15.5919,41.8317,21.4576,43.0403,-95.0682,
646,-13.3457,-89.8495,-3.56151,-74.5354,-27.0913,-64.8671,54.21,-57.091,-90.289,83.8069,-59.9353,24.0822,77.1477,-38.7555,-15.9154,24.0577,55.2721,72.5333,16.3427,97.9247,
647,34.9284,-35.2092,48.973,28.843,58.6535,-69.4571,99.5666,-91.3755,13.5533,8.04774,48.7167,80.0409,59.3982,-17.9418,-93.8108,-22.1595,55.9496,-62.6515,-18.2409,-63.2008,
648,-46.5804,58.0676,71.7216,26.5358,-84.0022,19.9316,29.4778,-27.897,-63.3961,-1.87079,-56.8896,-5.65508,-64.0553,38.3526,-16.6723,-11.0202,-65.2821,86.3155,20.835,-48.3077,
649,-3.43333,13.9988,88.5067,-45.146,63.8356,7.24205,-57.0971,19.6509,2.32856,96.8139,-25.0282,-0.283819,49.9496,-54.4053,72.6127,7.94396,-55.4247,-83.5078,23.7037,57.2314,
650,5.56962,-83.0683,4.84328,-28.7698,-30.0211,-68.0593,89.9045,-96.3927,-15.2318,22.0313,-94.0062,54.2405,-63.744,-1.47405,-10.538,84.4417,10.7761,-27.2378,-23.3802,-44.4624,
651,60.4114,-38.1451,-9.59197,-78.4845,-25.2358,38.8836,96.7345,50.3281,-54.1856,-1.51677,17.7587,32.2184,-85.4366,6.66219,-55.504,83.2026,-77.9595,-70.5496,-32.0353,-80.7123,
652,58.8244,68.1753,25.9865,-37.8399,-25.7912,-47.8195,-96.2645,79.107,96.0814,65.0441,-86.0408,-86.6268,1.3947,-91.29,83.6116,16.9286,-32.8959,85.1436,-60.3809,41.7158,
653,49.266,19.2236,54.4481,-3.5493,84.0144,-21.836,-12.7781,91.7539,-30.3995,20.8594,-7.08945,5.38042,-24.8268,41.4533,-9.34782,81.4753,69.8721,34.08,-0.411999,-35.8379,
654,-2.66427,76.2627,-72.5578,32.6151,81.6828,97.7844,-37.7606,-60.4175,2.56051,-42.8999,-32.6518,80.6513,-47.4532,-28.2022,-14.6397,23.3802,24.2286,-40.5438,-41.1542,35.3557,
655,65.5568,-86.0469,41.3739,-16.0985,53.0198,-39.3963,43.9131,90.6003,-36.2957,26.664,-31.6935,27.842,19.8767,-40.5988,86.8221,92.8953,-56.2059,-93.9207,-28.2876,83.0195,
656,11.8076,56.4013,-23.4779,20.1697,-90.8689,-35.9417,29.4046,-1.52898,-61.6321,15.0487,18.2958,86.7061,32.7067,67.5771,-73.6137,-6.93075,25.3639,79.8395,36.8999,-74.2302,
657,-44.2427,-83.3125,13.2298,-67.333,-59.1479,-92.8831,-70.6778,-41.1664,25.5531,62.8712,-67.2903,50.5173,10.2329,9.32951,73.7907,83.105,-4.7029,71.8925,-97.0641,31.9926,
658,-30.5643,10.3244,57.7868,-43.8643,14.1575,-69.9393,-83.4712,25.6996,74.1447,-32.1024,27.4636,-87.2311,-51.7808,47.6669,39.4025,-8.8168,-64.7755,-6.81478,-98.8281,-65.2333,
659,-89.172,-6.31428,-83.3247,28.1106,82.9096,67.6565,25.5715,81.518,66.9912,-54.8631,35.7341,40.202,66.6067,54.6556,0.680566,-17.3254,-14.7374,-75.2861,73.9311,87.4569,
660,82.2504,87.4569,92.6633,9.22575,-71.4164,47.2518,-8.17591,-56.0289,-34.5561,-76.9402,13.7425,89.4589,-17.7221,29.3374,-2.13935,10.1352,68.5415,-19.4678,83.636,-29.545,
661,52.5803,64.7023,15.5919,-97.5707,-17.8442,-3.53709,-3.16477,-30.4971,60.4785,0.509655,-69.8538,24.6803,-80.8222,-66.5273,97.1618,-25.4067,89.9167,-48.0026,79.5221,25.895,
662,-26.3039,86.9198,67.5161,-69.7806,-89.5383,-10.6174,18.8086,46.2874,40.0555,14.0721,-47.0321,-62.8895,67.5588,-8.93887,25.0832,82.7876,-1.95624,50.4318,90.2158,63.3778,
663,-43.5224,69.6341,29.5694,-26.6457,-24.0455,75.2129,96.8627,79.5404,99.7558,96.9298,98.3581,44.2366,12.6438,44.554,-31.1747,27.2195,99.3835,-72.161,-56.9689,88.2626,
664,-57.7502,-60.3015,-49.9863,18.247,-24.2225,-34.6965,-34.1288,-82.165,47.8927,-5.94195,-69.3289,93.4263,-95.6969,96.6552,40.1288,65.7094,-9.28068,43.8032,-10.0681,55.4003,
665,-35.0871,75.9209,-11.3376,-0.772119,44.7432,-71.6666,-55.8519,-97.6562,-45.8907,16.6295,-1.8891,22.7882,55.8946,-71.3126,-36.5581,-1.5595,12.9917,-47.5936,-46.971,-32.8043,
666,-89.9716,-75.2495,-86.7061,93.6033,-39.4269,11.0752,68.9138,9.84222,86.5902,53.8255,93.1638,-61.8274,-0.595111,89.3246,-52.6292,-35.0688,-89.6542,53.917,92.877,76.4397,
667,76.3237,15.4393,-3.89721,45.7137,-39.201,-67.9495,-30.7169,-73.5405,-73.3207,-12.8086,44.3709,-21.2561,39.9762,71.8741,-62.627,-56.4257,66.6982,-22.8919,64.3239,61.98,
668,-50.2365,-97.1801,-57.7136,-57.7929,69.2251,-92.468,-16.0619,92.7976,21.0486,73.2292,-3.56761,-94.6654,7.19931,-73.1437,31.724,-43.2112,-70.3787,95.3795,41.7707,-75.8965,
669,-19.2358,49.3759,-74.3339,-81.2738,59.917,-72.1549,73.4062,44.7432,12.2776,-6.31428,78.9239,55.1927,31.9803,66.0329,-13.6448,19.2236,13.1748,64.0309,-60.155,-94.0367,
670,-71.0257,22.5868,-7.53502,-82.403,-89.8251,40.5927,62.4439,-62.4866,-39.1827,85.5647,48.149,93.1822,98.4863,-99.9329,17.1606,-22.8248,40.7453,-73.3085,-62.9444,82.0795,
671,75.0542,47.4654,-6.87582,56.3158,81.7194,39.4208,49.8764,8.94498,12.8758,-16.6967,92.2544,-12.8574,15.7872,51.384,-82.4885,13.1748,-62.2791,-84.0815,22.9347,9.29289,
672,21.6224,89.9594,-67.5771,-27.6162,-67.9617,-42.5825,-56.6332,58.5803,70.5619,70.6473,-0.991851,-30.3568,-4.62356,-87.1517,-92.4497,38.786,-35.3069,67.2353,-22.8065,99.2126,
673,56.7309,59.0197,-42.6191,-87.0296,-9.56145,-17.0568,37.1807,78.3563,35.1726,64.8732,-21.7994,64.4215,-83.6848,55.1866,-44.1755,71.5812,59.2761,4.27564,45.4573,0.20448,
674,-60.6311,18.3935,53.8072,68.4378,-25.425,98.9624,-92.2239,-68.3157,90.7773,19.5959,-7.84631,46.9161,-88.2138,-70.8731,-19.2358,12.9612,-38.554,76.397,47.4349,-71.3553,
675,-9.65911,-27.842,50.9262,39.4025,81.9697,79.6686,-84.8445,77.7703,88.4396,-75.2312,45.9944,17.9907,-61.7359,60.9912,21.952,63.5853,59.978,-58.1591,-78.4661,-81.933,
676,52.3545,20.5481,99.5422,7.32139,66.9851,-68.3279,-90.3745,89.1598,63.6464,56.5722,46.4766,91.9797,56.7919,-65.3188,-25.4799,5.24613,-39.14,5.46587,58.2385,-81.5912,
677,-13.3335,30.2347,36.436,-17.4902,30.491,-47.85,-45.9578,-97.5219,-51.4573,-46.9222,-88.2992,-20.2185,97.4731,14.6703,-83.9473,46.0677,-66.0939,18.5583,73.748,32.9691,
678,27.2927,-15.0548,69.6524,-44.0962,-36.1003,-15.4576,4.43434,30.8756,16.8737,-13.8462,-41.8867,72.8935,-83.7092,44.847,-89.2209,-12.9673,92.23,-84.2952,-57.4877,-21.6163,
679,60.9119,-75.5486,62.0045,31.3395,53.1175,35.8928,1.10172,-91.9248,79.046,24.1127,66.2954,-33.5246,-51.5549,-76.1162,-82.6472,91.3144,-28.898,69.9759,-85.9554,67.3452,
680,-65.1112,-69.9026,37.7422,40.7575,-66.5822,46.3241,-28.6111,86.877,82.3664,83.758,-21.7017,-60.448,-47.5814,-61.8946,79.1803,-55.4979,14.2918,5.07523,-5.27665,-52.5864,
681,-35.4656,35.4839,65.7094,-62.3585,99.7375,-8.57265,68.2119,26.5725,29.0139,-70.9464,96.2401,41.1176,40.2631,-38.7493,87.6888,-55.8214,-78.6309,-99.0966,80.4376,-1.34587,
682,92.6389,67.8823,-24.4606,74.5842,-74.0837,-82.5739,-11.063,-42.7778,41.0199,-13.9988,-10.1779,27.0608,-25.7363,-65.0685,-35.4839,-4.58693,-38.0108,-74.456,-0.650042,73.6198,
683,41.8805,78.4478,-12.9917,71.9169,-68.3401,83.8862,-9.653,81.9758,-16.1901,-59.9475,39.0484,38.2672,-10.6784,62.981,-25.8705,6.81478,39.2254,-31.3395,-63.3961,-46.3607,
684,-60.4907,-36.784,63.2252,82.7326,-17.4963,-34.0983,3.84839,-40.1471,-85.0032,92.9502,-15.0548,74.8161,-36.0637,96.3134,83.4773,29.5633,56.2853,27.9397,76.3787,-73.9494,
685,72.5761,-59.7217,2.2248,60.0757,-37.2417,31.4737,84.6858,63.1153,54.7655,-80.108,-83.9778,-77.0501,67.7358,-50.3159,65.4042,33.7321,20.8045,-35.0139,1.95013,89.5993,
686,-90.5393,72.6737,83.7397,-56.0961,-87.3592,32.6029,54.6434,-37.1746,99.4263,89.9045,-32.0597,-99.5972,-87.6217,12.1555,-83.8008,-25.779,94.1038,66.9362,92.0225,-98.1445,
687,48.6435,-88.4152,39.256,9.14639,24.1493,-62.4622,77.9839,74.5415,81.6645,4.19019,-77.6544,-83.2331,93.4568,8.8046,94.6287,83.0928,31.7789,-51.3474,17.0751,20.7801,
688,-92.7915,-93.9879,-14.2613,70.1468,6.82088,92.1812,-3.52489,88.7692,-38.0291,-42.1918,91.8455,-21.5491,-44.1389,11.1057,-94.9522,97.412,71.6971,60.271,-30.6925,-96.173,
689,-73.8334,30.9061,-32.4137,-3.80566,5.1973,-63.4022,10.9165,-47.8256,12.9246,-0.784326,95.642,90.2829,-0.259405,94.1527,-77.8558,-64.1163,-83.9656,-3.2136,90.8383,-85.6075,
690,-83.5261,-93.3836,76.7937,-46.6659,-22.9408,28.2144,-48.497,81.0968,-34.3974,93.0967,16.0924,76.5679,-69.0603,75.103,-30.6192,-36.4361,21.8909,48.0575,10.2023,65.9352,
691,10.538,-96.3866,-71.0135,-11.1484,42.0515,-70.9403,-2.97555,-75.3044,-52.5132,82.4458,-46.7513,15.2379,-19.6326,42.2651,-98.8342,-11.0263,94.2137,-12.949,44.3098,74.4377,
692,13.7913,14.2918,-99.1638,-76.928,-39.2865,48.558,-98.529,39.4208,-87.5851,25.5898,64.1163,18.2531,-91.644,-90.1608,78.2159,74.041,87.9818,-34.2265,-66.7775,-78.7774,
693,6.60115,-45.0911,96.35,13.2481,-2.30415,76.5679,36.4788,48.8266,94.7691,-9.77508,10.8982,-82.7754,-20.5542,2.53608,-48.7533,-24.9,33.3781,-79.87,89.172,79.0826,
694,-56.2243,82.226,-12.5278,-81.2128,6.13117,-24.8329,72.2709,-10.5014,-10.361,31.1686,93.2554,-99.2065,49.3759,-69.7195,55.5101,-17.246,40.4157,52.5987,64.1102,65.453,
695,-84.5637,51.5427,-51.3535,10.239,27.6711,5.1973,-15.0365,72.0145,59.2639,52.5315,95.526,-5.15457,-55.0218,-46.6964,65.0929,-11.4963,-80.4132,-32.7128,-21.5613,-37.2478,
696,-39.0789,-6.38142,59.0197,2.95725,-92.4131,16.4037,59.2212,-22.8309,47.7401,9.72015,-11.7588,19.7607,-22.9347,94.2686,91.7966,-98.5656,-8.72524,90.7468,-84.4173,92.8953,
697,-87.109,5.8504,-46.4827,49.6689,79.0704,-57.4999,81.7743,-95.3001,10.123,12.8819,-31.1502,-0.0946045,-81.0541,54.8875,77.6482,23.1788,-81.5668,6.39973,-28.9468,-37.5957,
698,-17.7465,-11.9358,71.221,56.7003,96.4415,-5.67339,-68.804,-10.1474,80.047,63.4632,78.7591,66.5517,94.3907,81.7988,-74.7734,23.1117,0.80874,35.6609,-18.07,95.8678,
699,-73.2597,81.8598,-19.5654,28.7759,52.3301,-79.3207,-27.4514,40.8185,77.4834,-21.3111,9.73846,30.0516,-81.7988,-3.09153,58.0126,-12.4973,-9.476,16.3488,-16.6173,4.18409,
700,-49.6628,87.64,-31.9071,-70.9647,50.3891,79.632,-43.1623,-60.3442,-71.6849,-9.38444,86.9381,-4.75783,36.0759,-2.46285,60.3442,-77.2576,-74.3889,-22.6417,79.0033,49.1256,
701,64.1285,83.3369,52.4766,90.7895,89.7885,-61.7542,-52.794,74.9809,-47.8744,-93.5057,-11.8076,-5.42314,95.3001,57.2375,69.5791,-31.2601,63.4266,-40.4035,-14.5115,16.5929,
702,1.75481,-66.393,-22.5135,-18.0944,78.5943,7.45567,41.6364,-87.5484,-65.5629,-69.6646,-43.9192,25.8156,36.8816,94.8302,38.4075,-35.4228,-46.5133,-6.49129,-93.8108,71.3187,
703,-46.2569,-58.6963,7.3397,-12.4424,68.041,10.2634,-23.8868,-47.1603,-21.897,-35.0566,-73.2109,2.48115,81.2189,27.6101,-93.3531,8.73134,74.6391,-79.4855,62.9505,-56.1266,
704,97.589,-69.158,-14.9815,9.26237,-98.4558,33.6894,-23.6793,23.9112,-80.2606,-19.0588,23.4596,87.0663,-39.6344,-94.2015,-15.3783,-18.0761,-68.3767,41.4716,18.0273,-8.29798,
705,83.3064,-40.2264,-95.5382,-98.8464,87.17,-21.6773,93.9634,-18.0517,43.6506,-41.0382,-88.7204,12.534,-71.8497,-97.9125,-18.186,43.3088,16.068,-91.9004,30.9549,24.6559,
706,-75.6523,73.986,-73.8884,35.5998,96.765,68.3645,98.6389,50.2609,25.3517,90.5087,1.76092,-70.4093,-16.0436,-60.7532,-40.6964,-77.5628,-53.5936,-86.5963,-4.89212,-22.3731,
707,-43.1135,47.38,9.00601,58.4277,-6.06403,20.4749,-25.3822,-50.4135,-79.754,-31.9132,-93.7498,-95.4772,-85.6746,93.7315,32.4198,-23.2521,54.7105,-99.0905,81.634,-80.224,
708,41.3923,-77.9717,-46.5804,41.8439,-51.3474,15.2867,88.2687,44.1816,-85.3023,11.5696,51.6282,81.7743,3.98266,-99.6704,-42.0515,-5.94195,-19.0405,-28.9834,21.6895,-79.4916,
709,-5.81378,-15.0121,-68.9383,44.8103,-26.5908,23.7953,-12.3203,-33.4696,-3.41502,73.8456,-20.9204,-97.1862,70.3665,-33.2194,-38.1024,-64.6901,-98.6206,34.2387,92.7793,45.6526,
710,-41.0504,21.1829,95.0621,-50.4074,49.5224,80.2667,72.9667,-70.5496,-52.7268,-55.3331,-14.4078,-95.3246,32.2916,-80.517,63.0238,30.3568,-15.3478,9.78728,35.3313,-38.4503,
711,-31.0709,79.8456,23.5267,74.1508,18.778,-17.6244,52.7879,-94.2564,29.8868,-48.2711,60.6861,34.0495,62.0228,72.6737,-43.0158,-6.1739,74.9382,-70.0308,-48.5397,19.8401,
712,5.0203,-25.2968,-56.9445,-56.1876,72.0267,9.05484,-52.3789,-83.2514,-93.1883,-5.49638,67.8274,-48.8632,-69.8965,76.7449,-25.6203,42.6679,62.6026,-98.5107,37.9864,87.054,
713,62.2242,59.9536,70.7327,24.6437,67.7969,-12.7049,36.2774,-41.1115,15.2928,6.66829,-99.7986,54.1124,42.6191,80.9625,50.4013,-76.7998,-12.3447,73.0705,-25.248,79.0521,
714,3.44554,47.7645,-74.3156,-46.8001,-1.7365,5.78326,-77.4041,22.5379,31.3578,51.7686,88.4457,-26.9936,89.0378,97.058,59.5447,-34.0617,57.6342,-47.0382,-27.7749,62.6698,
715,-86.5352,-5.44145,56.5966,32.8288,0.656152,6.63167,91.4182,-85.1619,-19.1321,62.5965,27.2683,61.2659,95.117,28.4768,-44.8408,-11.887,84.4111,70.2933,66.1183,-88.6105,
716,65.8437,0.70498,47.5326,-37.2112,70.5374,-12.595,-52.3972,-72.0817,-27.2683,-81.0358,-78.8446,-23.5939,49.3881,-2.64596,95.1537,-39.8175,77.4529,-75.4875,96.5331,31.2174,
717,10.8799,10.9348,10.7639,72.1732,-45.7381,-61.6199,53.148,99.4568,75.4448,1.52898,-54.6007,47.0077,-56.444,-5.47197,-93.3348,-41.0199,27.7505,11.5146,56.0778,-20.4871,
718,-79.2718,89.4345,-48.1002,-71.0807,-50.5234,-24.2409,-71.8436,10.2756,33.8969,-55.974,-56.1205,19.8584,66.5639,11.8198,-58.3605,25.248,40.0617,96.7101,-35.9844,-5.97858,
719,1.91351,40.7575,19.0893,55.8275,-54.7533,-17.9601,-13.712,-71.5567,-45.6282,10.3183,67.9189,-50.8103,-48.4359,72.8507,36.2407,-84.6797,-40.9101,16.9042,-36.4788,-75.8904,
720,89.3368,-16.7028,96.3805,-71.8925,-48.1307,-60.1428,88.1039,-58.5559,-81.4203,37.022,38.0963,-88.0245,22.6661,32.9813,29.5694,47.9171,-2.67037,-14.0599,45.7198,57.4572,
721,44.6211,-4.67238,75.9026,18.9612,35.6426,40.611,77.0257,-58.4216,9.46989,59.4165,98.6511,-12.0823,66.4907,-22.8675,91.1618,-66.6372,7.08945,19.1626,-95.056,53.3189,
722,-5.21562,52.6719,59.3493,-76.812,-82.9707,3.16477,-41.6852,98.6999,4.93485,47.1419,-90.1425,-82.8974,-42.674,8.43837,62.8101,52.2507,-26.9692,10.8799,65.978,77.9473,
723,-9.73846,63.1336,-25.5043,80.4804,43.8154,58.9099,76.7815,30.1126,58.208,-67.9739,79.162,8.84732,-63.0482,11.008,-64.8488,-4.80056,83.581,-75.6401,98.2849,67.6931,
724,83.7764,-4.09864,37.9376,97.8027,-56.5111,-51.915,14.7435,-98.3093,-52.7573,-5.20341,-82.1894,-55.1683,-15.5065,-49.5163,86.6024,91.6868,44.6882,-70.3909,-39.4452,-93.3103,
725,9.76897,70.2689,-95.1903,-19.1076,-74.2363,-48.558,79.7052,-32.8959,-70.043,-30.6497,-3.88501,55.8702,-46.0067,80.6329,35.6853,53.8316,29.5084,-58.0798,80.0531,67.6199,
726,-26.9448,33.726,-19.0588,18.4912,70.8731,-91.7295,71.6056,-2.53609,-56.8468,-88.3175,-23.2215,7.8341,-5.01419,-25.956,-48.4664,29.6915,-68.5598,-74.5842,-49.0402,-56.8896,
727,76.8731,69.9332,77.282,68.804,52.263,98.3215,-34.4707,-74.6757,-12.949,-77.0745,93.0601,70.4581,66.0146,-46.4888,94.6409,-36.0515,-26.0964,99.8535,-94.9706,-34.4279,
728,31.9437,22.8675,49.144,57.384,80.5353,-37.1502,84.9483,88.7387,2.48115,-34.2509,-45.5367,-94.1466,43.4919,2.26142,-46.6109,-70.5679,-50.737,-56.914,77.4407,80.1874,
729,-75.4936,-44.5173,-54.2711,86.6695,-89.2941,-83.6848,-7.06503,46.0494,22.1473,-66.2709,84.3257,93.469,-78.2952,95.6175,-67.2231,-33.2072,-27.72,-10.1352,-48.8083,-96.0692,
730,1.48015,-44.8592,-65.0136,73.0277,78.2342,-38.4869,-39.2438,65.7765,-56.6515,62.212,18.0517,58.5009,8.1576,-6.44246,-31.8033,37.5408,-16.0192,-8.12708,-27.4697,89.2209,
731,-77.514,-51.6892,83.5749,13.4861,92.407,-31.1869,10.3488,-71.2149,5.04471,-85.8333,-49.6384,51.9578,26.426,-24.6071,-80.3827,23.9967,22.5684,43.5102,34.1472,-14.066,
732,-44.0413,-61.6321,-71.514,26.9509,-73.0644,39.2254,17.1667,81.6889,-53.7095,-57.9272,-57.3046,89.3979,-84.0144,73.8823,57.0482,-72.9728,37.9803,-38.4137,12.1555,-28.4524,
733,9.29289,-78.4967,-97.5402,-18.4423,10.4648,88.11,-14.304,-28.3242,36.7962,-80.9687,-71.3492,-26.8105,-17.5756,-66.5883,75.4936,-44.7737,41.496,-49.6017,70.336,-13.0589,
734,58.2568,26.1391,12.1067,-65.7826,43.7178,50.0656,45.9151,32.1268,42.7656,70.098,-10.4099,84.93,-27.0302,-71.1966,10.7211,-14.8106,51.915,-31.2235,-23.1239,-74.4926,
735,-26.1635,-91.7966,15.3539,-77.6238,56.7858,71.4591,69.6768,30.1004,31.7972,79.2169,-72.808,-94.0428,-53.856,3.75073,85.1802,72.2343,-52.916,17.3193,-59.1052,-48.8266,
736,71.6239,99.8108,28.5073,32.664,86.0286,86.1873,-20.4321,86.4132,25.7912,40.6049,-77.4163,-62.7064,-50.8835,-53.74,-34.2265,18.5278,14.2125,86.3643,-82.6716,63.2984,
737,48.8693,34.5073,-37.9437,-62.0411,72.1976,-96.7711,23.075,-97.766,-85.2535,-36.845,-96.4843,-29.5938,1.92572,64.6718,78.7713,42.8633,59.1113,-41.8378,-75.7744,-80.0043,
738,-7.22983,-66.9424,17.2643,32.2733,-45.5672,74.5537,-77.1172,-5.86261,72.4784,-43.4919,-15.6957,-41.6181,70.7266,27.7505,-24.6559,23.8319,-26.9936,37.1136,-30.1675,-10.6845,
739,-28.0679,-64.0309,59.3921,62.7491,98.2605,-25.2419,-17.2643,-80.6879,-86.7489,49.9741,-3.48827,26.5603,45.4451,15.1341,-20.7617,88.0123,23.3375,23.7526,-90.5759,-92.8281,
740,-11.5818,-88.1039,83.8984,98.9746,56.7675,86.9991,74.4621,-15.9703,-14.3467,-20.6275,-79.7113,-56.4135,89.5444,28.4829,-14.1575,67.1133,-17.1239,-26.2185,-64.4337,-55.9496,
741,17.185,89.0378,-64.6413,-96.2889,26.4321,45.616,38.1207,40.5683,74.3644,-29.3374,-4.61745,74.218,17.6244,-54.1795,-86.2117,-63.7074,12.8513,-47.2701,-0.00915527,58.4521,
742,-24.192,-33.8115,-26.896,-39.8968,36.4544,-17.893,-27.2622,-95.2879,-79.9005,-68.3218,-52.0737,-1.98065,56.8407,-30.0211,-21.2684,45.085,-23.2643,-47.9171,45.2376,-49.0036,
743,26.4077,39.024,82.2199,46.5743,-14.4322,-59.4409,-34.196,-46.556,58.5253,-76.0491,-94.4334,97.0641,-44.9629,-76.0247,61.2781,62.1876,84.8811,-24.601,92.6939,-66.4174,
744,11.5207,17.7099,-8.37123,-82.2138,92.0103,46.4583,74.6208,-43.6872,82.6777,-18.8147,40.6415,36.1675,54.2222,17.5939,10.3916,3.0549,-22.6478,51.384,4.57473,2.67648,
745,-3.48216,59.917,-58.3056,-80.3949,-62.6026,29.844,-52.2691,-17.1361,-6.93686,27.1584,-50.0046,67.4551,-48.6007,64.745,-13.6143,36.259,-99.6948,55.4918,-5.21562,52.1775,
746,67.333,-10.947,-9.12198,-54.1795,-71.1295,-58.037,38.9813,50.7736,-89.8801,-23.2154,-37.5408,55.8031,47.4105,54.857,47.6424,-27.7627,77.0684,37.4981,80.8527,-88.5861,
747,-62.859,-37.2234,42.3749,38.0779,6.21052,22.2083,5.65507,-54.7166,-76.043,-56.3097,-49.3759,60.0574,-18.5888,43.26,18.3081,-51.5854,-30.4239,-63.0848,49.7116,76.3787,
748,-98.059,72.8874,99.2676,-49.1745,14.9083,21.427,-32.1329,44.3098,-41.612,60.3381,67.9678,-8.35902,59.3371,41.5815,-23.5023,94.7813,-55.3026,-82.8974,-29.5694,-44.322,
